DateTime,Temperature (°C),Humidity (%),WindSpeed (km/h),CloudCover (%),Visibility (km),Rain (mm),Thunderstorm,LaunchSite,SuitableForLaunch
2014-05-06 14:30:00,10.75,32,21.68,15,8.58,1.49,0,KSC LC 39A,1
2014-05-07 14:30:00,17.7,52,11.28,55,6.51,1.03,0,KSC LC 39A,1
2014-05-08 14:30:00,27.62,24,20.23,65,18.0,0.1,0,KSC LC 39A,1
2014-05-09 14:30:00,15.05,96,19.15,35,13.4,0.6,0,KSC LC 39A,1
2014-05-10 14:30:00,26.84,46,26.98,82,10.59,1.1,0,KSC LC 39A,1
2014-05-11 14:30:00,34.25,97,6.02,37,10.05,1.26,0,KSC LC 39A,1
2014-05-12 14:30:00,12.35,43,15.45,84,13.63,1.22,0,KSC LC 39A,1
2014-05-13 14:30:00,26.82,86,16.85,74,10.57,1.47,0,KSC LC 39A,1
2014-05-14 14:30:00,21.09,82,27.96,2,18.09,0.73,0,VAFB SLC 4E,1
2014-05-15 14:30:00,31.7,67,5.63,97,8.95,0.21,0,KSC LC 39A,1
2014-05-16 14:30:00,14.43,82,14.65,17,18.35,0.98,0,VAFB SLC 4E,1
2014-05-17 14:30:00,27.32,97,9.69,78,15.3,0.11,0,KSC LC 39A,1
2014-05-18 14:30:00,30.95,31,14.73,88,19.39,1.46,0,KSC LC 39A,1
2014-05-19 14:30:00,33.62,47,6.5,53,6.21,1.14,0,KSC LC 39A,1
2014-05-20 14:30:00,27.08,63,1.33,78,6.83,1.47,0,VAFB SLC 4E,1
2014-05-21 14:30:00,22.43,62,16.03,93,13.01,0.57,0,VAFB SLC 4E,1
2014-05-22 14:30:00,25.45,36,9.4,16,18.77,0.02,0,KSC LC 39A,1
2014-05-23 14:30:00,31.72,59,5.09,81,16.23,0.78,0,KSC LC 39A,1
2014-05-24 14:30:00,24.27,68,9.07,94,14.71,0.18,0,VAFB SLC 4E,1
2014-05-25 14:30:00,10.76,76,1.38,81,6.44,1.02,0,KSC LC 39A,1
2014-05-26 14:30:00,33.27,83,26.61,98,10.96,0.75,0,KSC LC 39A,1
2014-05-27 14:30:00,27.24,94,16.27,12,10.84,1.13,0,VAFB SLC 4E,1
2014-05-28 14:30:00,26.91,76,22.81,62,13.59,0.44,0,VAFB SLC 4E,1
2014-05-29 14:30:00,15.39,93,11.85,13,9.61,1.24,0,VAFB SLC 4E,1
2014-05-30 14:30:00,26.47,93,25.29,58,9.74,0.98,0,KSC LC 39A,1
2014-05-31 14:30:00,19.85,89,13.53,35,14.69,1.48,0,VAFB SLC 4E,1
2014-06-01 14:30:00,26.28,95,16.07,17,19.22,0.27,0,KSC LC 39A,1
2014-06-02 14:30:00,12.66,62,13.77,4,15.24,0.08,0,CCSFS SLC 40,1
2014-06-03 14:30:00,26.45,42,20.53,13,15.35,1.28,0,CCSFS SLC 40,1
2014-06-04 14:30:00,34.99,46,15.87,24,19.81,0.51,0,KSC LC 39A,1
2014-06-05 14:30:00,11.21,77,7.6,43,8.15,0.65,0,KSC LC 39A,1
2014-06-06 14:30:00,34.43,56,4.08,38,6.47,1.39,0,VAFB SLC 4E,1
2014-06-07 14:30:00,20.17,25,16.97,11,16.44,0.66,0,KSC LC 39A,1
2014-06-08 14:30:00,31.77,84,13.7,60,12.14,0.45,0,KSC LC 39A,1
2014-06-09 14:30:00,29.56,25,2.69,61,12.0,0.09,0,VAFB SLC 4E,1
2014-06-10 14:30:00,24.18,69,11.08,52,9.15,0.66,0,KSC LC 39A,1
2014-06-11 14:30:00,28.46,41,14.41,52,13.1,0.98,0,CCSFS SLC 40,1
2014-06-12 14:30:00,31.96,44,23.15,27,12.19,0.4,0,KSC LC 39A,1
2014-06-13 14:30:00,20.1,98,2.13,34,10.84,1.08,0,VAFB SLC 4E,1
2014-06-14 14:30:00,18.18,91,9.76,64,12.2,0.72,0,KSC LC 39A,1
2014-06-15 14:30:00,26.69,70,23.03,2,11.37,1.29,0,KSC LC 39A,1
2014-06-16 14:30:00,30.2,67,18.16,42,19.16,0.24,0,KSC LC 39A,1
2014-06-17 14:30:00,29.06,89,8.12,49,19.72,1.14,0,CCSFS SLC 40,1
2014-06-18 14:30:00,29.95,84,23.67,70,17.76,1.4,0,VAFB SLC 4E,1
2014-06-19 14:30:00,20.89,79,13.81,8,19.87,1.11,0,CCSFS SLC 40,1
2014-06-20 14:30:00,30.45,65,13.95,35,9.72,0.61,0,CCSFS SLC 40,1
2014-06-21 14:30:00,13.01,55,27.34,22,17.8,0.35,0,VAFB SLC 4E,1
2014-06-22 14:30:00,23.61,77,26.52,87,11.69,0.15,0,VAFB SLC 4E,1
2014-06-23 14:30:00,10.14,95,10.04,73,16.45,0.96,0,CCSFS SLC 40,1
2014-06-24 14:30:00,18.11,57,3.94,49,8.82,0.21,0,CCSFS SLC 40,1
2014-06-25 14:30:00,19.16,30,9.12,54,17.37,1.26,0,KSC LC 39A,1
2014-06-26 14:30:00,19.9,31,0.85,11,7.17,1.44,0,VAFB SLC 4E,1
2014-06-27 14:30:00,27.39,61,0.58,82,9.79,0.2,0,CCSFS SLC 40,1
2014-06-28 14:30:00,19.71,58,11.07,31,17.51,0.56,0,KSC LC 39A,1
2014-06-29 14:30:00,21.22,90,26.35,23,16.46,1.41,0,CCSFS SLC 40,1
2014-06-30 14:30:00,15.94,30,24.4,85,13.02,0.71,0,CCSFS SLC 40,1
2014-07-01 14:30:00,19.33,55,14.32,66,15.42,0.8,0,VAFB SLC 4E,1
2014-07-02 14:30:00,15.68,71,15.83,26,8.6,1.12,0,CCSFS SLC 40,1
2014-07-03 14:30:00,11.83,50,0.17,60,15.35,0.32,0,VAFB SLC 4E,1
2014-07-04 14:30:00,25.09,52,6.03,18,6.11,1.47,0,CCSFS SLC 40,1
2014-07-05 14:30:00,26.71,32,0.69,72,17.67,1.17,0,KSC LC 39A,1
2014-07-06 14:30:00,25.49,37,21.13,50,13.23,0.24,0,VAFB SLC 4E,1
2014-07-07 14:30:00,21.59,60,4.08,63,19.21,0.17,0,VAFB SLC 4E,1
2014-07-08 14:30:00,19.49,77,24.33,76,12.69,1.4,0,KSC LC 39A,1
2014-07-09 14:30:00,31.58,75,18.01,1,12.06,1.03,0,VAFB SLC 4E,1
2014-07-10 14:30:00,22.98,43,6.42,35,12.3,0.06,0,KSC LC 39A,1
2014-07-11 14:30:00,21.98,92,4.42,92,11.04,0.21,0,VAFB SLC 4E,1
2014-07-12 14:30:00,10.64,50,17.57,10,8.33,0.07,0,VAFB SLC 4E,1
2014-07-13 14:30:00,18.53,74,25.22,97,17.79,1.46,0,VAFB SLC 4E,1
2014-07-14 14:30:00,19.5,29,20.11,67,11.45,0.75,0,VAFB SLC 4E,1
2014-07-15 14:30:00,19.97,79,9.76,67,13.41,0.69,0,CCSFS SLC 40,1
2014-07-16 14:30:00,24.5,21,16.45,63,6.28,1.43,0,CCSFS SLC 40,1
2014-07-17 14:30:00,23.34,34,8.7,0,6.84,0.76,0,CCSFS SLC 40,1
2014-07-18 14:30:00,25.2,22,27.98,88,14.36,0.78,0,VAFB SLC 4E,1
2014-07-19 14:30:00,29.12,62,20.97,25,18.31,1.48,0,CCSFS SLC 40,1
2014-07-20 14:30:00,30.32,50,17.2,10,12.91,0.17,0,VAFB SLC 4E,1
2014-07-21 14:30:00,27.95,89,11.85,86,8.31,1.48,0,VAFB SLC 4E,1
2014-07-22 14:30:00,33.89,86,17.31,1,7.63,0.25,0,KSC LC 39A,1
2014-07-23 14:30:00,10.46,75,9.57,82,18.6,0.71,0,KSC LC 39A,1
2014-07-24 14:30:00,14.89,82,0.81,92,15.82,0.51,0,KSC LC 39A,1
2014-07-25 14:30:00,10.19,94,11.06,39,19.53,1.43,0,VAFB SLC 4E,1
2014-07-26 14:30:00,26.19,34,26.05,3,7.15,0.73,0,KSC LC 39A,1
2014-07-27 14:30:00,32.45,29,17.54,79,18.64,0.03,0,KSC LC 39A,1
2014-07-28 14:30:00,16.09,57,2.35,36,17.84,0.33,0,VAFB SLC 4E,1
2014-07-29 14:30:00,33.18,66,24.78,60,18.5,0.65,0,VAFB SLC 4E,1
2014-07-30 14:30:00,11.51,76,7.53,90,6.08,1.01,0,CCSFS SLC 40,1
2014-07-31 14:30:00,33.36,69,6.83,4,16.39,0.84,0,VAFB SLC 4E,1
2014-08-01 14:30:00,18.79,90,8.32,14,13.69,1.27,0,CCSFS SLC 40,1
2014-08-02 14:30:00,12.54,34,16.16,86,14.02,1.24,0,VAFB SLC 4E,1
2014-08-03 14:30:00,22.15,37,15.25,66,12.57,0.89,0,KSC LC 39A,1
2014-08-04 14:30:00,16.42,21,13.76,81,16.4,0.86,0,VAFB SLC 4E,1
2014-08-05 14:30:00,17.12,62,20.09,25,20.0,0.42,0,CCSFS SLC 40,1
2014-08-06 14:30:00,17.68,45,8.86,5,15.95,1.44,0,VAFB SLC 4E,1
2014-08-07 14:30:00,30.08,90,21.9,43,15.49,0.12,0,VAFB SLC 4E,1
2014-08-08 14:30:00,23.48,57,4.91,57,15.16,0.6,0,KSC LC 39A,1
2014-08-09 14:30:00,17.78,61,21.91,80,15.73,0.99,0,VAFB SLC 4E,1
2014-08-10 14:30:00,25.26,24,18.59,45,10.79,1.42,0,KSC LC 39A,1
2014-08-11 14:30:00,27.9,30,19.13,41,10.48,0.75,0,CCSFS SLC 40,1
2014-08-12 14:30:00,16.82,84,13.48,47,16.98,1.34,0,VAFB SLC 4E,1
2014-08-13 14:30:00,20.34,53,18.68,26,6.74,0.16,0,CCSFS SLC 40,1
2014-08-14 14:30:00,13.05,20,2.23,19,16.63,0.8,0,VAFB SLC 4E,1
2014-08-15 14:30:00,14.53,21,23.84,69,17.39,0.47,0,KSC LC 39A,1
2014-08-16 14:30:00,27.03,39,1.56,34,13.3,1.19,0,VAFB SLC 4E,1
2014-08-17 14:30:00,14.54,80,4.16,75,18.74,0.67,0,KSC LC 39A,1
2014-08-18 14:30:00,23.13,40,16.15,47,12.62,0.71,0,CCSFS SLC 40,1
2014-08-19 14:30:00,27.73,87,20.7,66,8.49,0.1,0,CCSFS SLC 40,1
2014-08-20 14:30:00,12.67,31,2.14,67,11.06,0.66,0,KSC LC 39A,1
2014-08-21 14:30:00,24.18,41,25.78,51,18.68,0.12,0,VAFB SLC 4E,1
2014-08-22 14:30:00,16.41,39,27.26,67,19.91,0.45,0,KSC LC 39A,1
2014-08-23 14:30:00,34.07,20,16.97,3,11.91,0.19,0,KSC LC 39A,1
2014-08-24 14:30:00,22.09,49,13.47,38,8.34,0.5,0,KSC LC 39A,1
2014-08-25 14:30:00,30.15,43,20.76,20,10.01,0.34,0,KSC LC 39A,1
2014-08-26 14:30:00,23.76,33,9.19,65,13.75,0.43,0,CCSFS SLC 40,1
2014-08-27 14:30:00,11.09,55,13.81,15,14.01,0.22,0,KSC LC 39A,1
2014-08-28 14:30:00,25.83,88,25.65,6,14.82,0.66,0,KSC LC 39A,1
2014-08-29 14:30:00,33.79,94,26.76,82,17.69,0.75,0,CCSFS SLC 40,1
2014-08-30 14:30:00,25.04,43,25.96,96,15.96,1.25,0,CCSFS SLC 40,1
2014-08-31 14:30:00,30.48,79,7.35,8,9.65,0.81,0,CCSFS SLC 40,1
2014-09-01 14:30:00,32.11,74,6.51,16,11.53,0.34,0,VAFB SLC 4E,1
2014-09-02 14:30:00,15.7,96,8.33,90,17.76,1.1,0,VAFB SLC 4E,1
2014-09-03 14:30:00,15.3,99,12.36,96,14.87,0.45,0,CCSFS SLC 40,1
2014-09-04 14:30:00,25.27,43,8.8,11,8.33,1.13,0,KSC LC 39A,1
2014-09-05 14:30:00,20.28,96,10.48,56,10.56,0.58,0,KSC LC 39A,1
2014-09-06 14:30:00,31.0,43,17.38,44,17.08,0.77,0,CCSFS SLC 40,1
2014-09-07 14:30:00,32.5,73,21.35,10,8.41,0.76,0,CCSFS SLC 40,1
2014-09-08 14:30:00,18.84,45,20.6,12,15.67,1.43,0,VAFB SLC 4E,1
2014-09-09 14:30:00,15.92,85,22.8,30,13.89,0.23,0,CCSFS SLC 40,1
2014-09-10 14:30:00,29.51,99,0.9,76,8.06,1.41,0,VAFB SLC 4E,1
2014-09-11 14:30:00,16.87,57,1.34,25,15.64,0.84,0,CCSFS SLC 40,1
2014-09-12 14:30:00,30.57,84,22.1,62,7.99,1.49,0,KSC LC 39A,1
2014-09-13 14:30:00,20.59,94,14.93,30,11.58,0.86,0,CCSFS SLC 40,1
2014-09-14 14:30:00,26.69,70,16.19,21,10.32,0.98,0,KSC LC 39A,1
2014-09-15 14:30:00,12.39,54,1.47,5,15.66,1.12,0,CCSFS SLC 40,1
2014-09-16 14:30:00,25.6,62,7.15,19,16.95,1.23,0,VAFB SLC 4E,1
2014-09-17 14:30:00,21.29,48,17.87,84,8.36,0.72,0,CCSFS SLC 40,1
2014-09-18 14:30:00,24.67,56,24.06,9,17.37,1.02,0,KSC LC 39A,1
2014-09-19 14:30:00,14.2,77,25.68,82,6.1,0.92,0,KSC LC 39A,1
2014-09-20 14:30:00,28.42,73,14.01,34,13.42,0.61,0,KSC LC 39A,1
2014-09-21 14:30:00,31.57,58,15.27,25,13.24,1.23,0,CCSFS SLC 40,1
2014-09-22 14:30:00,15.42,61,23.33,70,14.73,0.29,0,VAFB SLC 4E,1
2014-09-23 14:30:00,12.39,47,15.05,36,9.36,0.25,0,VAFB SLC 4E,1
2014-09-24 14:30:00,10.59,48,14.47,7,6.14,1.1,0,VAFB SLC 4E,1
2014-09-25 14:30:00,26.05,62,25.34,4,12.37,0.96,0,KSC LC 39A,1
2014-09-26 14:30:00,25.18,22,22.12,43,7.0,0.48,0,KSC LC 39A,1
2014-09-27 14:30:00,23.67,29,25.45,99,18.49,0.95,0,VAFB SLC 4E,1
2014-09-28 14:30:00,15.8,78,6.11,91,8.43,1.16,0,VAFB SLC 4E,1
2014-09-29 14:30:00,19.77,33,14.68,66,11.95,0.33,0,CCSFS SLC 40,1
2014-09-30 14:30:00,24.86,95,23.59,71,12.08,0.87,0,CCSFS SLC 40,1
2014-10-01 14:30:00,22.42,66,3.11,78,13.74,1.24,0,CCSFS SLC 40,1
2014-10-02 14:30:00,34.69,61,22.25,90,16.96,0.62,0,VAFB SLC 4E,1
2014-10-03 14:30:00,13.41,51,5.12,48,12.61,0.86,0,VAFB SLC 4E,1
2014-10-04 14:30:00,27.38,51,22.63,35,6.36,0.12,0,VAFB SLC 4E,1
2014-10-05 14:30:00,20.11,61,17.14,79,16.8,1.25,0,KSC LC 39A,1
2014-10-06 14:30:00,20.7,51,5.41,25,7.15,1.19,0,VAFB SLC 4E,1
2014-10-07 14:30:00,27.94,45,13.25,44,14.98,0.68,0,CCSFS SLC 40,1
2014-10-08 14:30:00,27.31,20,19.09,60,17.25,0.18,0,CCSFS SLC 40,1
2014-10-09 14:30:00,34.78,75,17.75,43,9.96,0.99,0,KSC LC 39A,1
2014-10-10 14:30:00,13.21,21,11.96,3,12.29,0.86,0,CCSFS SLC 40,1
2014-10-11 14:30:00,12.6,49,25.18,75,6.2,1.38,0,CCSFS SLC 40,1
2014-10-12 14:30:00,28.11,90,14.54,80,17.25,0.42,0,KSC LC 39A,1
2014-10-13 14:30:00,24.46,71,14.16,57,15.85,0.05,0,CCSFS SLC 40,1
2014-10-14 14:30:00,16.85,28,1.74,25,9.24,0.38,0,KSC LC 39A,1
2014-10-15 14:30:00,11.99,41,25.82,94,11.46,0.64,0,CCSFS SLC 40,1
2014-10-16 14:30:00,12.14,53,4.96,78,15.73,0.23,0,KSC LC 39A,1
2014-10-17 14:30:00,32.35,68,14.79,97,11.01,1.47,0,KSC LC 39A,1
2014-10-18 14:30:00,14.8,20,22.5,28,8.27,0.33,0,VAFB SLC 4E,1
2014-10-19 14:30:00,18.08,92,6.03,8,13.26,1.02,0,KSC LC 39A,1
2014-10-20 14:30:00,15.67,72,14.77,77,16.13,0.68,0,CCSFS SLC 40,1
2014-10-21 14:30:00,18.87,59,6.74,35,10.49,0.83,0,VAFB SLC 4E,1
2014-10-22 14:30:00,11.74,64,21.27,3,7.7,1.4,0,VAFB SLC 4E,1
2014-10-23 14:30:00,22.98,87,15.8,58,17.61,0.8,0,VAFB SLC 4E,1
2014-10-24 14:30:00,11.69,28,23.97,36,9.54,0.46,0,KSC LC 39A,1
2014-10-25 14:30:00,30.01,41,25.05,87,13.18,0.33,0,KSC LC 39A,1
2014-10-26 14:30:00,15.84,37,18.16,80,15.68,1.34,0,VAFB SLC 4E,1
2014-10-27 14:30:00,23.5,95,20.31,12,10.44,1.48,0,KSC LC 39A,1
2014-10-28 14:30:00,32.0,62,15.38,19,15.08,0.38,0,CCSFS SLC 40,1
2014-10-29 14:30:00,26.27,58,10.76,16,12.44,1.08,0,CCSFS SLC 40,1
2014-10-30 14:30:00,23.32,92,18.15,50,13.99,0.76,0,CCSFS SLC 40,1
2014-10-31 14:30:00,18.11,25,25.43,90,14.27,1.05,0,KSC LC 39A,1
2014-11-01 14:30:00,18.33,67,11.67,54,17.54,1.45,0,CCSFS SLC 40,1
2014-11-02 14:30:00,26.74,26,8.8,32,15.19,0.41,0,CCSFS SLC 40,1
2014-11-03 14:30:00,34.85,99,10.88,20,9.7,1.11,0,KSC LC 39A,1
2014-11-04 14:30:00,26.55,88,12.19,80,6.83,0.66,0,KSC LC 39A,1
2014-11-05 14:30:00,23.94,35,2.06,21,6.03,0.98,0,CCSFS SLC 40,1
2014-11-06 14:30:00,28.27,20,13.96,24,18.66,0.61,0,VAFB SLC 4E,1
2014-11-07 14:30:00,21.63,56,13.84,66,19.19,1.06,0,VAFB SLC 4E,1
2014-11-08 14:30:00,11.5,56,16.48,90,7.32,0.51,0,KSC LC 39A,1
2014-11-09 14:30:00,24.06,83,10.16,90,12.82,0.73,0,KSC LC 39A,1
2014-11-10 14:30:00,33.94,81,17.17,11,8.12,1.06,0,KSC LC 39A,1
2014-11-11 14:30:00,14.38,91,24.59,14,19.28,0.06,0,VAFB SLC 4E,1
2014-11-12 14:30:00,27.25,80,26.75,83,9.46,0.49,0,CCSFS SLC 40,1
2014-11-13 14:30:00,15.02,52,16.34,85,13.02,0.82,0,VAFB SLC 4E,1
2014-11-14 14:30:00,23.4,85,1.19,1,8.32,0.11,0,KSC LC 39A,1
2014-11-15 14:30:00,12.42,49,27.14,3,10.66,1.05,0,VAFB SLC 4E,1
2014-11-16 14:30:00,21.26,39,19.76,44,9.74,1.22,0,KSC LC 39A,1
2014-11-17 14:30:00,28.9,79,9.41,12,12.66,0.24,0,CCSFS SLC 40,1
2014-11-18 14:30:00,18.69,93,4.12,54,11.88,1.1,0,KSC LC 39A,1
2014-11-19 14:30:00,26.62,43,4.02,31,10.63,0.97,0,CCSFS SLC 40,1
2014-11-20 14:30:00,29.89,23,4.7,21,7.48,0.62,0,CCSFS SLC 40,1
2014-11-21 14:30:00,33.18,56,1.28,88,12.78,0.25,0,VAFB SLC 4E,1
2014-11-22 14:30:00,15.87,23,25.26,90,17.9,1.43,0,KSC LC 39A,1
2014-11-23 14:30:00,19.98,96,15.14,54,16.22,0.7,0,VAFB SLC 4E,1
2014-11-24 14:30:00,13.81,96,19.6,16,16.09,0.28,0,KSC LC 39A,1
2014-11-25 14:30:00,34.81,37,23.19,69,11.13,1.08,0,KSC LC 39A,1
2014-11-26 14:30:00,33.18,85,22.16,50,15.92,0.91,0,KSC LC 39A,1
2014-11-27 14:30:00,23.5,67,24.71,79,12.52,1.22,0,VAFB SLC 4E,1
2014-11-28 14:30:00,31.05,52,27.08,7,8.1,1.49,0,VAFB SLC 4E,1
2014-11-29 14:30:00,23.02,77,12.29,60,11.87,0.07,0,KSC LC 39A,1
2014-11-30 14:30:00,25.59,92,26.61,96,7.86,1.11,0,VAFB SLC 4E,1
2014-12-01 14:30:00,12.23,47,20.25,9,7.6,1.48,0,KSC LC 39A,1
2014-12-02 14:30:00,28.88,54,1.98,97,6.32,0.81,0,VAFB SLC 4E,1
2014-12-03 14:30:00,13.19,29,19.09,18,9.96,1.07,0,VAFB SLC 4E,1
2014-12-04 14:30:00,30.65,84,19.23,13,10.63,0.66,0,CCSFS SLC 40,1
2014-12-05 14:30:00,29.55,61,25.36,66,15.79,0.54,0,VAFB SLC 4E,1
2014-12-06 14:30:00,27.72,28,10.44,54,13.53,1.04,0,KSC LC 39A,1
2014-12-07 14:30:00,10.9,79,16.38,60,18.02,1.48,0,VAFB SLC 4E,1
2014-12-08 14:30:00,17.58,34,0.34,55,8.47,0.14,0,VAFB SLC 4E,1
2014-12-09 14:30:00,16.58,76,9.3,62,9.72,0.63,0,KSC LC 39A,1
2014-12-10 14:30:00,19.0,88,1.74,86,19.18,1.41,0,VAFB SLC 4E,1
2014-12-11 14:30:00,12.19,41,14.61,10,12.22,0.17,0,CCSFS SLC 40,1
2014-12-12 14:30:00,33.42,83,22.89,46,17.05,0.98,0,CCSFS SLC 40,1
2014-12-13 14:30:00,23.85,60,5.78,5,12.89,0.65,0,CCSFS SLC 40,1
2014-12-14 14:30:00,17.64,90,14.77,33,12.6,0.57,0,CCSFS SLC 40,1
2014-12-15 14:30:00,19.92,75,5.71,64,8.07,0.31,0,KSC LC 39A,1
2014-12-16 14:30:00,21.18,42,3.38,98,17.92,0.26,0,KSC LC 39A,1
2014-12-17 14:30:00,25.01,44,14.31,88,7.1,0.77,0,CCSFS SLC 40,1
2014-12-18 14:30:00,22.89,25,2.22,63,10.34,0.57,0,KSC LC 39A,1
2014-12-19 14:30:00,32.98,53,16.45,92,15.43,0.74,0,VAFB SLC 4E,1
2014-12-20 14:30:00,22.42,82,0.88,86,13.1,0.29,0,VAFB SLC 4E,1
2014-12-21 14:30:00,34.8,28,2.99,81,18.34,0.53,0,VAFB SLC 4E,1
2014-12-22 14:30:00,31.29,79,15.4,77,6.55,1.49,0,CCSFS SLC 40,1
2014-12-23 14:30:00,15.21,68,16.56,80,15.09,0.55,0,CCSFS SLC 40,1
2014-12-24 14:30:00,33.26,70,0.81,65,12.68,0.62,0,KSC LC 39A,1
2014-12-25 14:30:00,12.91,79,16.05,30,8.16,0.03,0,KSC LC 39A,1
2014-12-26 14:30:00,30.44,89,23.48,82,16.41,0.57,0,KSC LC 39A,1
2014-12-27 14:30:00,19.52,56,20.22,95,11.76,1.15,0,CCSFS SLC 40,1
2014-12-28 14:30:00,31.95,50,3.67,61,13.44,0.77,0,KSC LC 39A,1
2014-12-29 14:30:00,31.7,60,16.59,53,19.54,0.99,0,VAFB SLC 4E,1
2014-12-30 14:30:00,30.15,81,18.82,91,12.81,0.83,0,VAFB SLC 4E,1
2014-12-31 14:30:00,29.75,77,1.04,7,17.53,0.16,0,VAFB SLC 4E,1
2015-01-01 14:30:00,17.62,33,23.95,41,16.77,0.5,0,CCSFS SLC 40,1
2015-01-02 14:30:00,12.02,55,25.38,40,15.28,1.04,0,KSC LC 39A,1
2015-01-03 14:30:00,20.07,55,23.81,58,18.56,0.82,0,KSC LC 39A,1
2015-01-04 14:30:00,14.34,98,23.09,39,9.52,1.01,0,CCSFS SLC 40,1
2015-01-05 14:30:00,27.37,27,20.86,21,17.49,0.54,0,CCSFS SLC 40,1
2015-01-06 14:30:00,18.65,45,17.74,23,11.29,0.29,0,VAFB SLC 4E,1
2015-01-07 14:30:00,34.39,55,19.0,37,17.37,1.24,0,CCSFS SLC 40,1
2015-01-08 14:30:00,26.02,67,22.58,1,12.91,0.56,0,VAFB SLC 4E,1
2015-01-09 14:30:00,30.56,47,18.55,40,18.01,0.98,0,VAFB SLC 4E,1
2015-01-10 14:30:00,13.31,87,9.18,18,18.53,0.57,0,KSC LC 39A,1
2015-01-11 14:30:00,31.55,81,10.53,1,14.37,1.39,0,VAFB SLC 4E,1
2015-01-12 14:30:00,33.07,99,25.12,91,13.11,1.49,0,KSC LC 39A,1
2015-01-13 14:30:00,22.18,95,0.48,95,16.97,0.97,0,VAFB SLC 4E,1
2015-01-14 14:30:00,25.16,99,19.57,61,9.74,0.9,0,KSC LC 39A,1
2015-01-15 14:30:00,29.12,70,26.73,82,6.21,1.26,0,CCSFS SLC 40,1
2015-01-16 14:30:00,14.37,61,19.77,15,11.7,0.77,0,KSC LC 39A,1
2015-01-17 14:30:00,22.56,48,27.83,93,13.11,1.3,0,CCSFS SLC 40,1
2015-01-18 14:30:00,19.97,29,19.25,21,10.16,0.62,0,KSC LC 39A,1
2015-01-19 14:30:00,13.66,58,0.96,13,11.37,0.05,0,CCSFS SLC 40,1
2015-01-20 14:30:00,19.19,20,23.16,55,7.86,1.39,0,CCSFS SLC 40,1
2015-01-21 14:30:00,11.7,58,7.97,64,9.88,1.08,0,CCSFS SLC 40,1
2015-01-22 14:30:00,10.65,40,12.49,44,9.36,0.77,0,VAFB SLC 4E,1
2015-01-23 14:30:00,13.38,84,8.74,53,10.21,1.42,0,CCSFS SLC 40,1
2015-01-24 14:30:00,34.08,34,7.52,65,10.19,1.33,0,KSC LC 39A,1
2015-01-25 14:30:00,23.74,23,12.08,85,13.83,0.16,0,CCSFS SLC 40,1
2015-01-26 14:30:00,34.15,79,10.61,45,9.51,0.94,0,CCSFS SLC 40,1
2015-01-27 14:30:00,20.81,80,17.73,32,19.17,0.81,0,KSC LC 39A,1
2015-01-28 14:30:00,17.8,39,22.77,78,13.16,1.16,0,CCSFS SLC 40,1
2015-01-29 14:30:00,22.65,29,8.32,49,7.81,0.45,0,KSC LC 39A,1
2015-01-30 14:30:00,20.99,53,5.98,21,9.91,0.01,0,CCSFS SLC 40,1
2015-01-31 14:30:00,12.64,67,18.67,39,16.22,0.28,0,KSC LC 39A,1
2015-02-01 14:30:00,26.02,52,18.77,38,6.19,0.32,0,KSC LC 39A,1
2015-02-02 14:30:00,15.4,80,25.23,40,19.13,0.44,0,CCSFS SLC 40,1
2015-02-03 14:30:00,25.49,29,0.45,74,12.23,0.56,0,CCSFS SLC 40,1
2015-02-04 14:30:00,26.26,73,23.89,67,13.3,1.06,0,CCSFS SLC 40,1
2015-02-05 14:30:00,13.8,84,14.59,6,19.84,0.11,0,CCSFS SLC 40,1
2015-02-06 14:30:00,11.53,96,17.4,84,13.05,0.73,0,CCSFS SLC 40,1
2015-02-07 14:30:00,29.52,20,2.56,70,19.27,0.75,0,CCSFS SLC 40,1
2015-02-08 14:30:00,21.5,24,12.11,3,18.81,0.92,0,VAFB SLC 4E,1
2015-02-09 14:30:00,11.45,99,6.36,75,19.18,0.47,0,CCSFS SLC 40,1
2015-02-10 14:30:00,34.87,34,7.12,90,17.37,0.39,0,VAFB SLC 4E,1
2015-02-11 14:30:00,11.44,47,14.11,58,10.15,0.73,0,VAFB SLC 4E,1
2015-02-12 14:30:00,27.38,42,22.75,80,10.85,0.99,0,VAFB SLC 4E,1
2015-02-13 14:30:00,34.59,36,20.83,83,11.11,0.07,0,CCSFS SLC 40,1
2015-02-14 14:30:00,15.98,32,16.55,94,19.71,0.44,0,KSC LC 39A,1
2015-02-15 14:30:00,13.56,33,15.1,25,11.05,1.18,0,KSC LC 39A,1
2015-02-16 14:30:00,13.03,30,11.96,30,7.52,0.73,0,KSC LC 39A,1
2015-02-17 14:30:00,17.58,47,27.24,98,16.9,1.43,0,CCSFS SLC 40,1
2015-02-18 14:30:00,12.53,61,15.69,72,11.12,1.3,0,KSC LC 39A,1
2015-02-19 14:30:00,27.3,80,7.11,68,14.69,0.52,0,KSC LC 39A,1
2015-02-20 14:30:00,11.56,83,6.44,51,18.94,1.09,0,CCSFS SLC 40,1
2015-02-21 14:30:00,22.74,50,17.12,71,14.06,0.41,0,CCSFS SLC 40,1
2015-02-22 14:30:00,34.92,92,14.64,20,14.93,0.26,0,VAFB SLC 4E,1
2015-02-23 14:30:00,30.35,29,0.22,15,15.0,1.32,0,CCSFS SLC 40,1
